image_name,tags
test_37775,primary clear
test_37776,primary clear
test_37777,primary clear
test_37778,cloudy
test_37779,haze primary
test_3778,haze primary clear
test_37780,partly_cloudy primary
test_37781,agriculture habitation road water primary clear
test_37782,agriculture habitation road primary clear
test_37783,primary clear
test_37784,primary clear
test_37785,haze primary
test_37786,primary clear
test_37787,primary clear
test_37788,water primary clear
test_37789,agriculture water partly_cloudy primary
test_3779,primary clear
test_37790,agriculture habitation road primary clear
test_37791,agriculture habitation road water partly_cloudy primary clear cultivation
test_37792,primary clear
test_37793,agriculture habitation road primary clear cultivation
test_37794,agriculture partly_cloudy primary
test_37795,primary clear
test_37796,agriculture habitation road primary clear cultivation
test_37797,haze primary
test_37798,primary clear
test_37799,primary clear
test_378,partly_cloudy primary
test_3780,agriculture habitation road primary clear cultivation
test_37800,agriculture habitation road primary clear cultivation
test_37801,agriculture habitation road primary clear
test_37802,agriculture road water primary clear
test_37803,agriculture habitation road water primary clear cultivation
test_37804,primary clear
test_37805,agriculture road partly_cloudy primary clear cultivation
test_37806,cloudy agriculture water primary clear
test_37807,agriculture road water partly_cloudy primary clear
test_37808,primary clear
test_37809,primary clear
test_3781,primary clear
test_37810,agriculture habitation road primary clear cultivation
test_37811,agriculture partly_cloudy primary clear cultivation
test_37812,primary clear
test_37813,selective_logging agriculture habitation road primary clear cultivation
test_37814,primary clear
test_37815,primary clear
test_37816,partly_cloudy primary
test_37817,agriculture habitation road water primary clear cultivation
test_37818,primary clear
test_37819,primary clear
test_3782,agriculture habitation road water partly_cloudy primary cultivation
test_37820,primary clear
test_37821,haze primary
test_37822,agriculture road water primary clear
test_37823,primary clear
test_37824,agriculture habitation road primary clear
test_37825,agriculture partly_cloudy primary
test_37826,primary clear
test_37827,agriculture road water partly_cloudy primary
test_37828,partly_cloudy primary
test_37829,agriculture habitation road water primary clear cultivation
test_3783,partly_cloudy primary
test_37830,agriculture habitation road primary clear cultivation
test_37831,agriculture road primary clear cultivation
test_37832,artisinal_mine habitation road water primary clear
test_37833,agriculture habitation road primary clear cultivation
test_37834,primary clear
test_37835,partly_cloudy primary
test_37836,primary clear
test_37837,primary clear
test_37838,agriculture habitation road water primary clear cultivation
test_37839,agriculture partly_cloudy primary clear
test_3784,partly_cloudy primary clear cultivation
test_37840,agriculture road water primary clear cultivation
test_37841,primary clear
test_37842,partly_cloudy primary
test_37843,water primary clear
test_37844,primary clear
test_37845,primary clear
test_37846,agriculture partly_cloudy primary clear cultivation
test_37847,cloudy partly_cloudy primary
test_37848,agriculture haze partly_cloudy primary
test_37849,agriculture habitation road water primary clear cultivation
test_3785,primary clear
test_37850,water primary clear cultivation
test_37851,agriculture road primary clear cultivation
test_37852,partly_cloudy primary clear
test_37853,partly_cloudy primary
test_37854,agriculture habitation road primary clear
test_37855,primary clear
test_37856,agriculture primary clear cultivation
test_37857,agriculture partly_cloudy primary clear cultivation
test_37858,agriculture road water primary clear
test_37859,cloudy agriculture water haze primary clear
test_3786,agriculture partly_cloudy primary clear cultivation
test_37860,agriculture habitation road water primary clear cultivation
test_37861,primary clear
test_37862,primary clear
test_37863,agriculture habitation road water primary clear cultivation
test_37864,primary clear
test_37865,primary clear
test_37866,artisinal_mine agriculture habitation road water primary clear
test_37867,primary clear
test_37868,primary clear
test_37869,agriculture haze partly_cloudy primary clear cultivation
test_3787,agriculture partly_cloudy primary clear cultivation
test_37870,primary clear
test_37871,primary clear
test_37872,primary clear
test_37873,partly_cloudy primary clear
test_37874,primary clear
test_37875,agriculture partly_cloudy primary clear cultivation
test_37876,primary clear
test_37877,agriculture road water primary clear
test_37878,agriculture habitation road primary clear cultivation
test_37879,agriculture habitation road primary clear cultivation
test_3788,agriculture partly_cloudy primary clear cultivation
test_37880,agriculture habitation road water partly_cloudy primary clear cultivation
test_37881,cloudy agriculture road water partly_cloudy primary clear
test_37882,partly_cloudy primary
test_37883,primary clear
test_37884,primary clear
test_37885,primary clear
test_37886,primary clear
test_37887,haze primary clear
test_37888,agriculture water primary clear
test_37889,water primary clear
test_3789,primary clear
test_37890,agriculture partly_cloudy primary clear cultivation
test_37891,agriculture habitation road primary clear cultivation
test_37892,haze primary clear
test_37893,partly_cloudy primary
test_37894,cloudy
test_37895,primary clear
test_37896,primary clear
test_37897,agriculture haze primary clear
test_37898,agriculture haze primary
test_37899,primary clear
test_379,haze primary clear
test_3790,partly_cloudy primary
test_37900,primary clear
test_37901,primary clear
test_37902,primary clear
test_37903,agriculture habitation road primary clear cultivation
test_37904,agriculture road water partly_cloudy primary clear cultivation
test_37905,primary clear
test_37906,cloudy agriculture water haze primary clear
test_37907,primary clear
test_37908,agriculture partly_cloudy primary clear cultivation
test_37909,agriculture primary clear cultivation
test_3791,agriculture habitation road water primary clear
test_37910,cloudy water haze primary clear
test_37911,agriculture partly_cloudy primary clear cultivation
test_37912,agriculture road water primary clear
test_37913,partly_cloudy primary
test_37914,agriculture road water partly_cloudy primary
test_37915,agriculture habitation road primary clear cultivation
test_37916,agriculture road primary clear cultivation
test_37917,agriculture habitation road primary clear cultivation
test_37918,partly_cloudy primary clear
test_37919,cloudy
test_3792,agriculture habitation road water partly_cloudy primary clear
test_37920,agriculture partly_cloudy primary
test_37921,agriculture habitation road water partly_cloudy primary clear
test_37922,agriculture habitation road primary clear
test_37923,cloudy haze primary
test_37924,agriculture road water primary clear
test_37925,agriculture road water haze primary clear
test_37926,primary clear
test_37927,primary clear
test_37928,cloudy partly_cloudy primary
test_37929,agriculture habitation road water primary clear
test_3793,primary clear
test_37930,agriculture partly_cloudy primary
test_37931,agriculture habitation road water primary clear cultivation
test_37932,primary clear
test_37933,agriculture habitation road water partly_cloudy primary
test_37934,agriculture partly_cloudy primary clear
test_37935,agriculture habitation partly_cloudy primary clear cultivation
test_37936,primary clear
test_37937,agriculture habitation road primary clear
test_37938,primary clear
test_37939,agriculture road water primary clear
test_3794,water primary clear
test_37940,partly_cloudy primary
test_37941,primary clear
test_37942,primary clear
test_37943,primary clear
test_37944,agriculture habitation road water primary clear
test_37945,agriculture habitation road water primary clear cultivation
test_37946,agriculture habitation road primary clear
test_37947,agriculture haze primary clear
test_37948,partly_cloudy primary
test_37949,agriculture road water primary clear
test_3795,partly_cloudy primary
test_37950,primary clear
test_37951,partly_cloudy primary
test_37952,primary clear
test_37953,agriculture partly_cloudy primary clear
test_37954,agriculture habitation road primary clear
test_37955,agriculture road water primary clear cultivation
test_37956,agriculture habitation road water primary clear cultivation
test_37957,cloudy water clear
test_37958,primary clear
test_37959,agriculture road partly_cloudy primary clear cultivation
test_3796,primary clear
test_37960,agriculture habitation road water primary clear
test_37961,agriculture habitation road partly_cloudy primary clear cultivation
test_37962,agriculture road water primary clear
test_37963,agriculture water partly_cloudy primary
test_37964,primary clear
test_37965,agriculture water haze primary clear
test_37966,agriculture habitation road primary clear cultivation
test_37967,agriculture habitation road water primary clear cultivation
test_37968,primary clear
test_37969,partly_cloudy primary
test_3797,partly_cloudy primary
test_37970,haze primary clear
test_37971,primary clear
test_37972,partly_cloudy primary clear
test_37973,primary clear
test_37974,partly_cloudy primary
test_37975,primary clear
test_37976,agriculture habitation road water partly_cloudy primary clear cultivation
test_37977,primary clear
test_37978,primary clear
test_37979,agriculture road primary clear
test_3798,agriculture road partly_cloudy primary clear cultivation
test_37980,primary clear
test_37981,primary clear
test_37982,primary clear
test_37983,agriculture habitation road partly_cloudy primary clear cultivation
test_37984,agriculture habitation road water primary clear
test_37985,agriculture primary clear cultivation
test_37986,partly_cloudy primary
test_37987,haze primary
test_37988,primary clear
test_37989,agriculture road water primary clear
test_3799,agriculture partly_cloudy primary clear cultivation
test_37990,agriculture habitation road water partly_cloudy primary
test_37991,primary clear
test_37992,primary clear
test_37993,primary clear
test_37994,primary clear
test_37995,primary clear
test_37996,agriculture haze partly_cloudy primary clear cultivation
test_37997,primary clear
test_37998,water primary clear
test_37999,agriculture habitation road primary clear cultivation
test_38,primary clear
test_380,agriculture habitation road partly_cloudy primary clear cultivation
test_3800,primary clear
test_38000,primary clear
test_38001,agriculture habitation road primary clear
test_38002,primary clear
test_38003,primary clear
test_38004,agriculture road water partly_cloudy primary
test_38005,selective_logging agriculture primary clear cultivation
test_38006,agriculture partly_cloudy primary clear cultivation
test_38007,agriculture partly_cloudy primary
test_38008,artisinal_mine agriculture road water partly_cloudy primary clear
test_38009,primary clear
test_3801,agriculture primary clear cultivation
test_38010,agriculture habitation road water primary clear cultivation
test_38011,agriculture habitation road primary clear cultivation
test_38012,partly_cloudy primary
test_38013,agriculture habitation road primary clear cultivation
test_38014,agriculture haze partly_cloudy primary
test_38015,road water primary clear
test_38016,primary clear
test_38017,primary clear
test_38018,agriculture partly_cloudy primary cultivation
test_38019,water primary clear
test_3802,primary clear
test_38020,primary clear
test_38021,primary clear
test_38022,cloudy haze
test_38023,primary clear
test_38024,agriculture habitation road water primary clear cultivation
test_38025,agriculture habitation road partly_cloudy primary clear cultivation
test_38026,primary clear
test_38027,primary clear
test_38028,agriculture habitation road water primary clear
test_38029,primary clear
test_3803,agriculture habitation road primary clear cultivation
test_38030,partly_cloudy primary
test_38031,primary clear
test_38032,agriculture road partly_cloudy primary clear cultivation
test_38033,agriculture primary clear cultivation
test_38034,agriculture road partly_cloudy primary cultivation
test_38035,primary clear
test_38036,water haze primary clear
test_38037,agriculture habitation road water primary clear cultivation
test_38038,primary clear
test_38039,primary clear
test_3804,agriculture road water haze primary clear
test_38040,haze primary clear
test_38041,cloudy agriculture haze primary
test_38042,cloudy haze primary
test_38043,primary clear
test_38044,partly_cloudy primary
test_38045,primary clear
test_38046,primary clear
test_38047,agriculture partly_cloudy primary
test_38048,primary clear
test_38049,primary clear
test_3805,agriculture partly_cloudy primary clear cultivation
test_38050,agriculture habitation road water partly_cloudy primary clear cultivation
test_38051,primary clear
test_38052,agriculture road water primary clear cultivation
test_38053,primary clear
test_38054,water primary clear
test_38055,primary clear
test_38056,primary clear
test_38057,primary clear
test_38058,agriculture habitation road primary clear
test_38059,primary clear
test_3806,agriculture road primary clear cultivation
test_38060,partly_cloudy primary clear
test_38061,primary clear
test_38062,agriculture habitation road partly_cloudy primary clear
test_38063,cloudy water primary
test_38064,agriculture partly_cloudy primary clear
test_38065,agriculture partly_cloudy primary
test_38066,primary clear
test_38067,agriculture habitation road primary clear cultivation
test_38068,primary clear
test_38069,haze primary clear
test_3807,agriculture habitation road primary clear cultivation
test_38070,agriculture primary clear
test_38071,agriculture road water primary clear cultivation
test_38072,primary clear
test_38073,agriculture habitation road primary clear cultivation
test_38074,primary clear
test_38075,water primary clear
test_38076,primary clear
test_38077,agriculture partly_cloudy primary cultivation
test_38078,primary clear
test_38079,agriculture habitation road primary clear
test_3808,agriculture habitation road water partly_cloudy primary clear cultivation
test_38080,partly_cloudy primary clear
test_38081,agriculture habitation road water primary clear cultivation
test_38082,agriculture habitation road water primary clear cultivation
test_38083,agriculture partly_cloudy primary cultivation
test_38084,agriculture habitation road water primary clear
test_38085,agriculture habitation road water primary clear
test_38086,cloudy agriculture water primary
test_38087,agriculture habitation road partly_cloudy primary clear cultivation
test_38088,primary clear
test_38089,partly_cloudy primary clear cultivation
test_3809,agriculture habitation road primary clear cultivation
test_38090,primary clear
test_38091,primary clear
test_38092,cloudy haze primary
test_38093,partly_cloudy primary
test_38094,agriculture partly_cloudy primary cultivation
test_38095,partly_cloudy primary clear
test_38096,cloudy haze primary
test_38097,agriculture haze primary clear
test_38098,primary clear
test_38099,primary clear
test_381,primary clear
test_3810,agriculture partly_cloudy primary clear cultivation
test_38100,primary clear
test_38101,primary clear
test_38102,primary clear
test_38103,partly_cloudy primary
test_38104,haze primary clear
test_38105,haze primary clear
test_38106,agriculture road water haze primary clear
test_38107,agriculture road partly_cloudy primary cultivation
test_38108,primary clear
test_38109,agriculture partly_cloudy primary clear cultivation
test_3811,primary clear
test_38110,partly_cloudy primary
test_38111,agriculture habitation road water primary clear
test_38112,agriculture road water primary clear cultivation
test_38113,primary clear
test_38114,agriculture road partly_cloudy primary clear cultivation
test_38115,cloudy water primary clear
test_38116,agriculture road water partly_cloudy primary
test_38117,primary clear
test_38118,primary clear
test_38119,primary clear
test_3812,agriculture habitation road primary clear
test_38120,agriculture road water primary clear
test_38121,agriculture habitation road water partly_cloudy primary clear cultivation
test_38122,agriculture habitation road partly_cloudy primary clear
test_38123,agriculture habitation road primary clear cultivation
test_38124,agriculture partly_cloudy primary clear cultivation
test_38125,partly_cloudy primary clear
test_38126,agriculture road primary clear
test_38127,primary clear
test_38128,agriculture partly_cloudy primary
test_38129,agriculture habitation road water primary clear cultivation
test_3813,primary clear
test_38130,haze primary
test_38131,agriculture habitation road partly_cloudy primary clear
test_38132,primary clear
test_38133,primary clear
test_38134,agriculture road water primary clear
test_38135,haze primary clear
test_38136,agriculture habitation road primary clear
test_38137,agriculture habitation road water partly_cloudy primary clear cultivation
test_38138,primary clear
test_38139,agriculture habitation road primary clear cultivation
test_3814,agriculture habitation road water haze partly_cloudy primary clear
test_38140,agriculture road water partly_cloudy primary
test_38141,agriculture primary clear
test_38142,partly_cloudy primary
test_38143,cloudy
test_38144,primary clear
test_38145,haze primary clear
test_38146,agriculture habitation road water primary clear cultivation
test_38147,primary clear
test_38148,agriculture road water primary clear
test_38149,primary clear
test_3815,agriculture water primary clear cultivation
test_38150,primary clear
test_38151,primary clear
test_38152,primary clear
test_38153,primary clear
test_38154,cloudy water haze primary clear
test_38155,primary clear
test_38156,agriculture habitation road primary clear cultivation
test_38157,agriculture habitation road primary clear cultivation
test_38158,primary clear
test_38159,primary clear
test_3816,agriculture primary clear cultivation
test_38160,primary clear
test_38161,agriculture road water primary clear
test_38162,agriculture habitation road primary clear cultivation
test_38163,primary clear
test_38164,agriculture habitation road water primary clear
test_38165,agriculture habitation road water primary clear
test_38166,primary clear
test_38167,agriculture habitation road water primary clear cultivation
test_38168,agriculture habitation road water partly_cloudy primary clear
test_38169,agriculture partly_cloudy primary
test_3817,primary clear
test_38170,primary clear
test_38171,agriculture habitation road primary clear
test_38172,partly_cloudy primary
test_38173,agriculture habitation road partly_cloudy primary clear cultivation
test_38174,agriculture habitation road water partly_cloudy primary clear cultivation
test_38175,agriculture partly_cloudy primary clear cultivation
test_38176,primary clear
test_38177,agriculture water primary clear
test_38178,primary clear
test_38179,agriculture road water primary clear
test_3818,agriculture road water partly_cloudy primary clear cultivation
test_38180,agriculture road water primary clear
test_38181,agriculture habitation road water primary clear cultivation
test_38182,cloudy haze primary
test_38183,primary clear
test_38184,agriculture partly_cloudy primary clear cultivation
test_38185,agriculture partly_cloudy primary clear cultivation
test_38186,partly_cloudy primary
test_38187,partly_cloudy primary
test_38188,agriculture habitation road water primary clear cultivation
test_38189,agriculture road water primary clear cultivation
test_3819,primary clear
test_38190,partly_cloudy primary
test_38191,primary clear
test_38192,agriculture road water primary clear cultivation
test_38193,haze primary clear
test_38194,primary clear
test_38195,agriculture road water primary clear
test_38196,agriculture partly_cloudy primary clear cultivation
test_38197,primary clear
test_38198,agriculture habitation road water primary clear cultivation
test_38199,agriculture partly_cloudy primary clear cultivation
test_382,agriculture road water partly_cloudy primary
test_3820,primary clear
test_38200,agriculture primary clear cultivation
test_38201,primary clear
test_38202,agriculture partly_cloudy primary clear cultivation
test_38203,primary clear
test_38204,partly_cloudy primary
test_38205,agriculture partly_cloudy primary clear cultivation
test_38206,primary clear
test_38207,primary clear
test_38208,agriculture primary clear
test_38209,primary clear
test_3821,primary clear
test_38210,primary clear
test_38211,agriculture road partly_cloudy primary clear cultivation
test_38212,primary clear
test_38213,partly_cloudy primary
test_38214,agriculture partly_cloudy primary
test_38215,primary clear
test_38216,primary clear
test_38217,cloudy haze primary
test_38218,agriculture road water partly_cloudy primary clear cultivation
test_38219,primary clear
test_3822,agriculture habitation road primary clear cultivation
test_38220,primary clear
test_38221,agriculture road water partly_cloudy primary
test_38222,agriculture habitation road water primary clear cultivation
test_38223,artisinal_mine habitation road water primary clear
test_38224,agriculture partly_cloudy primary clear cultivation
test_38225,agriculture habitation road primary clear cultivation
test_38226,primary clear
test_38227,primary clear
test_38228,primary clear
test_38229,agriculture partly_cloudy primary clear cultivation
test_3823,primary clear
test_38230,primary clear
test_38231,partly_cloudy primary clear
test_38232,primary clear
test_38233,agriculture water primary clear
test_38234,agriculture partly_cloudy primary clear cultivation
test_38235,partly_cloudy primary
test_38236,agriculture road primary clear cultivation
test_38237,haze primary clear
test_38238,agriculture habitation road water primary clear
test_38239,agriculture road water partly_cloudy primary
test_3824,primary clear
test_38240,agriculture habitation road water partly_cloudy primary clear cultivation
test_38241,primary clear
test_38242,partly_cloudy primary
test_38243,cloudy
test_38244,agriculture habitation road water primary clear cultivation
test_38245,water primary clear cultivation
test_38246,artisinal_mine habitation road water primary clear
test_38247,agriculture habitation road partly_cloudy primary clear cultivation
test_38248,agriculture primary clear
test_38249,agriculture haze partly_cloudy primary
test_3825,primary clear
test_38250,agriculture partly_cloudy primary clear cultivation
test_38251,agriculture habitation road primary clear
test_38252,primary clear
test_38253,primary clear
test_38254,primary clear
test_38255,primary clear
test_38256,agriculture road water primary clear cultivation
test_38257,agriculture road partly_cloudy primary clear cultivation
test_38258,agriculture habitation road primary clear cultivation
test_38259,water primary clear
test_3826,primary clear
test_38260,primary clear
test_38261,cloudy agriculture partly_cloudy primary
test_38262,water primary clear
test_38263,primary clear
test_38264,primary clear
test_38265,agriculture partly_cloudy primary cultivation
test_38266,primary clear
test_38267,agriculture partly_cloudy primary clear cultivation
test_38268,agriculture habitation road primary clear cultivation
test_38269,partly_cloudy primary clear cultivation
test_3827,primary clear
test_38270,primary clear
test_38271,primary clear
test_38272,agriculture road primary clear cultivation
test_38273,primary clear
test_38274,agriculture habitation road partly_cloudy primary clear cultivation
test_38275,agriculture habitation road water primary clear cultivation
test_38276,primary clear
test_38277,agriculture partly_cloudy primary clear cultivation
test_38278,agriculture road water primary clear cultivation
test_38279,primary clear
test_3828,cloudy haze
test_38280,agriculture habitation road water primary clear cultivation
test_38281,haze primary clear
test_38282,primary clear
test_38283,primary clear
test_38284,primary clear
test_38285,agriculture habitation road partly_cloudy primary clear cultivation
test_38286,primary clear
test_38287,haze primary clear
test_38288,cloudy partly_cloudy
test_38289,primary clear
test_3829,haze primary clear
test_38290,agriculture partly_cloudy primary clear cultivation
test_38291,agriculture haze primary clear
test_38292,agriculture habitation road primary clear cultivation
test_38293,agriculture road water partly_cloudy primary clear
test_38294,primary clear
test_38295,agriculture road primary clear cultivation
test_38296,primary clear
test_38297,agriculture habitation road primary clear cultivation
test_38298,primary clear
test_38299,primary clear
test_383,artisinal_mine habitation road water primary clear
test_3830,agriculture road water partly_cloudy primary
test_38300,primary clear
test_38301,partly_cloudy primary clear
test_38302,agriculture partly_cloudy primary cultivation
test_38303,primary clear
test_38304,agriculture habitation road water primary clear cultivation
test_38305,agriculture habitation road primary clear cultivation
test_38306,agriculture habitation road primary clear cultivation
test_38307,haze primary clear
test_38308,primary clear
test_38309,agriculture road water primary clear
test_3831,primary clear
test_38310,artisinal_mine agriculture habitation road water primary clear
test_38311,agriculture habitation road water primary clear
test_38312,agriculture road water primary clear cultivation
test_38313,agriculture water partly_cloudy primary
test_38314,agriculture partly_cloudy primary cultivation
test_38315,partly_cloudy primary
test_38316,partly_cloudy primary
test_38317,partly_cloudy primary
test_38318,primary clear
test_38319,haze primary clear
test_3832,primary clear
test_38320,agriculture partly_cloudy primary clear cultivation
test_38321,agriculture road water primary clear
test_38322,haze primary clear
test_38323,agriculture habitation road primary clear cultivation
test_38324,agriculture primary clear cultivation
test_38325,agriculture habitation road water partly_cloudy primary clear cultivation
test_38326,primary clear
test_38327,primary clear
test_38328,agriculture habitation road primary clear cultivation
test_38329,agriculture road water primary clear
test_3833,agriculture habitation road water primary clear
test_38330,primary clear
test_38331,cloudy haze
test_38332,cloudy agriculture haze partly_cloudy primary
test_38333,partly_cloudy primary
test_38334,primary clear
test_38335,agriculture habitation road water partly_cloudy primary clear cultivation
test_38336,agriculture habitation road primary clear
test_38337,primary clear
test_38338,primary clear
test_38339,agriculture habitation road primary clear
test_3834,agriculture habitation road partly_cloudy primary clear cultivation
test_38340,haze primary
test_38341,agriculture partly_cloudy primary clear cultivation
test_38342,agriculture habitation road water primary clear cultivation
test_38343,water haze primary clear
test_38344,agriculture habitation road partly_cloudy primary clear cultivation
test_38345,primary clear
test_38346,agriculture partly_cloudy primary clear cultivation
test_38347,agriculture road water primary clear
test_38348,agriculture partly_cloudy primary
test_38349,primary clear
test_3835,primary clear
test_38350,agriculture habitation road primary clear
test_38351,agriculture road water primary clear
test_38352,agriculture road partly_cloudy primary clear cultivation
test_38353,agriculture habitation road water partly_cloudy primary clear cultivation
test_38354,agriculture habitation road primary clear cultivation
test_38355,agriculture road water primary clear cultivation
test_38356,primary clear
test_38357,primary clear
test_38358,primary clear
test_38359,agriculture habitation road primary clear
test_3836,primary clear
test_38360,agriculture partly_cloudy primary
test_38361,agriculture partly_cloudy primary clear cultivation
test_38362,agriculture habitation road primary clear
test_38363,primary clear
test_38364,agriculture habitation road primary clear cultivation
test_38365,haze primary clear
test_38366,agriculture habitation road water primary clear
test_38367,water primary clear
test_38368,primary clear
test_38369,primary clear
test_3837,cloudy haze primary
test_38370,agriculture partly_cloudy primary clear cultivation
test_38371,primary clear
test_38372,primary clear
test_38373,haze primary
test_38374,primary clear
test_38375,primary clear
test_38376,haze primary
test_38377,water primary clear
test_38378,primary clear
test_38379,agriculture road water partly_cloudy primary clear cultivation
test_3838,primary clear
test_38380,selective_logging agriculture road water primary clear cultivation
test_38381,agriculture primary clear cultivation
test_38382,primary clear
test_38383,haze primary
test_38384,agriculture habitation road water primary clear cultivation
test_38385,primary clear
test_38386,agriculture road partly_cloudy primary clear
test_38387,primary clear
test_38388,partly_cloudy primary
test_38389,primary clear
test_3839,primary clear
test_38390,selective_logging agriculture primary clear cultivation
test_38391,primary clear
test_38392,agriculture habitation road primary clear
test_38393,agriculture habitation road water primary clear cultivation
test_38394,agriculture habitation road partly_cloudy primary clear cultivation
test_38395,agriculture habitation road water primary clear cultivation
test_38396,agriculture habitation road water primary clear cultivation
test_38397,primary clear
test_38398,agriculture road water partly_cloudy primary clear cultivation
test_38399,primary clear
test_384,primary clear
test_3840,agriculture habitation road partly_cloudy primary clear cultivation
test_38400,agriculture habitation road partly_cloudy primary clear cultivation
test_38401,haze primary clear
test_38402,agriculture road water partly_cloudy primary cultivation
test_38403,primary clear
test_38404,partly_cloudy primary
test_38405,cloudy haze primary
test_38406,primary clear
test_38407,agriculture road partly_cloudy primary
test_38408,primary clear
test_38409,artisinal_mine agriculture road water partly_cloudy primary clear
test_3841,primary clear
test_38410,cloudy haze primary clear
test_38411,agriculture habitation road primary clear
test_38412,partly_cloudy primary
test_38413,cloudy
test_38414,agriculture habitation road primary clear cultivation
test_38415,primary clear
test_38416,primary clear
test_38417,agriculture water primary clear
test_38418,agriculture primary clear cultivation
test_38419,primary clear
test_3842,primary clear
test_38420,primary clear
test_38421,agriculture habitation road water partly_cloudy primary clear cultivation
test_38422,agriculture habitation road partly_cloudy primary clear cultivation
test_38423,agriculture partly_cloudy primary clear cultivation
test_38424,agriculture partly_cloudy primary
test_38425,primary clear
test_38426,agriculture habitation road water primary clear
test_38427,agriculture road water partly_cloudy primary
test_38428,primary clear
test_38429,agriculture partly_cloudy primary clear cultivation
test_3843,primary clear
test_38430,agriculture habitation road water primary clear
test_38431,agriculture road water primary clear cultivation
test_38432,agriculture partly_cloudy primary
test_38433,primary clear
test_38434,artisinal_mine agriculture habitation road water primary clear
test_38435,agriculture habitation road water partly_cloudy primary clear cultivation
test_38436,primary clear
test_38437,agriculture road water primary clear
test_38438,agriculture habitation road water primary clear
test_38439,cloudy haze primary
test_3844,agriculture habitation road water primary clear
test_38440,partly_cloudy primary
test_38441,primary clear
test_38442,primary clear
test_38443,agriculture road partly_cloudy primary cultivation
test_38444,agriculture habitation road primary clear cultivation
test_38445,agriculture road water primary clear
test_38446,primary clear
test_38447,partly_cloudy primary clear
test_38448,agriculture habitation road partly_cloudy primary clear cultivation
test_38449,agriculture road partly_cloudy primary
test_3845,primary clear
test_38450,partly_cloudy primary clear
test_38451,primary clear
test_38452,haze primary
test_38453,primary clear
test_38454,primary clear
test_38455,agriculture habitation road partly_cloudy primary clear cultivation
test_38456,agriculture habitation road water primary clear cultivation
test_38457,primary clear
test_38458,agriculture primary clear
test_38459,partly_cloudy primary
test_3846,primary clear
test_38460,primary clear
test_38461,primary clear
test_38462,agriculture habitation road water primary clear cultivation
test_38463,primary clear
test_38464,haze primary
test_38465,agriculture habitation road water primary clear cultivation
test_38466,primary clear
test_38467,partly_cloudy primary
test_38468,primary clear
test_38469,agriculture road partly_cloudy primary
test_3847,primary clear
test_38470,partly_cloudy primary
test_38471,agriculture habitation road primary clear
test_38472,primary clear
test_38473,agriculture partly_cloudy primary cultivation
test_38474,agriculture habitation road water primary clear cultivation
test_38475,agriculture habitation road water primary clear cultivation
test_38476,primary clear
test_38477,agriculture road water partly_cloudy primary clear cultivation
test_38478,water primary clear
test_38479,agriculture habitation road primary clear cultivation
test_3848,primary clear
test_38480,agriculture habitation road water partly_cloudy primary clear cultivation
test_38481,primary clear
test_38482,selective_logging agriculture habitation road primary clear cultivation
test_38483,agriculture road water primary clear
test_38484,partly_cloudy primary
test_38485,primary clear
test_38486,agriculture habitation road primary clear
test_38487,primary clear
test_38488,primary clear
test_38489,agriculture habitation road water partly_cloudy primary clear
test_3849,primary clear
test_38490,agriculture haze primary clear
test_38491,agriculture partly_cloudy primary clear cultivation
test_38492,agriculture haze primary clear
test_38493,agriculture partly_cloudy primary clear cultivation
test_38494,primary clear
test_38495,agriculture habitation road primary clear cultivation
test_38496,primary clear
test_38497,cloudy
test_38498,haze primary clear
test_38499,agriculture road water primary clear cultivation
test_385,agriculture road partly_cloudy primary clear
test_3850,agriculture partly_cloudy primary clear cultivation
test_38500,primary clear
test_38501,agriculture water haze partly_cloudy primary
test_38502,primary clear
test_38503,primary clear
test_38504,agriculture habitation road water primary clear cultivation
test_38505,water primary clear
test_38506,agriculture habitation road primary clear
test_38507,agriculture road water primary clear
test_38508,primary clear
test_38509,agriculture habitation road water primary clear cultivation
test_3851,agriculture habitation road water primary clear cultivation
test_38510,primary clear
test_38511,primary clear
test_38512,agriculture habitation road primary clear cultivation
test_38513,agriculture partly_cloudy primary clear cultivation
test_38514,agriculture road water primary clear
test_38515,primary clear
test_38516,haze primary
test_38517,agriculture primary clear
test_38518,agriculture road water partly_cloudy primary clear
test_38519,primary clear
test_3852,primary clear
test_38520,agriculture partly_cloudy primary
test_38521,agriculture partly_cloudy primary
test_38522,primary clear
test_38523,agriculture habitation road primary clear cultivation
test_38524,agriculture habitation road water primary clear
test_38525,primary clear
test_38526,primary clear
test_38527,partly_cloudy primary clear
test_38528,primary clear
test_38529,cloudy haze
test_3853,primary clear
test_38530,road water primary clear
test_38531,agriculture road water primary clear
test_38532,cloudy haze primary
test_38533,agriculture road primary clear cultivation
test_38534,primary clear
test_38535,agriculture road water primary clear
test_38536,primary clear
test_38537,primary clear
test_38538,agriculture habitation road water primary clear cultivation
test_38539,agriculture habitation road partly_cloudy primary clear
test_3854,primary clear
test_38540,agriculture habitation road primary clear cultivation
test_38541,agriculture habitation road water primary clear
test_38542,primary clear
test_38543,haze primary
test_38544,agriculture road water primary clear
test_38545,agriculture road partly_cloudy primary clear cultivation
test_38546,primary clear
test_38547,agriculture primary clear cultivation
test_38548,agriculture habitation road water primary clear cultivation
test_38549,cloudy haze
test_3855,agriculture habitation road water primary clear
test_38550,partly_cloudy primary clear cultivation
test_38551,primary clear
test_38552,primary clear
test_38553,partly_cloudy primary clear
test_38554,primary clear
